"Department","Division","Model Name","Model#","Description","Shipping Date","Warranty Expiry Date","CPU","Memory","HDD/SSD"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"SURFACE PRO 4","SURFACE PRO 4","PC-TABLET","04/13/2017",,"2400","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"CUPF",,"THINKPAD L570","L570","PC-LAPTOP","01/29/2018","03/18/2021","2500","8192",
"DGS-FMS","FMS","THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"POL","FRD","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","32768",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","4D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"OAG",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DOT-DHS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","8192","476937"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"2800","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"2800","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"2800","8192",
"DTS",,"THINKPAD E14","E14","PC-LAPTOP","03/23/2020",,,,
"POL",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"HHS","CYFSD","LATITUDE 7400","7400","PC-LAPTOP","01/10/2020",,"1600","8192",
"BOE",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"BOE",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"HHS","CWS","THINKPAD E14","E14","PC-LAPTOP","03/23/2020",,,,
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","32768",
"HHS",,"X1 YOGA","X1 YOGA","PC-LAPTOP","07/20/2021","08/12/2024","1600","8192",
"POL",,"PRECISION 5820","5820","PC-DESKTOP","12/08/2020","12/08/2023","3900","131072",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","11/08/2019","12/28/2022","1600","8192",
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"POL",,"THINKCENTRE M800","M800","PC-DESKTOP","02/17/2017","02/20/2020","3200","32768",
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"HHS",,"LATITUDE 5500","5500","PC-LAPTOP","08/18/2020","08/19/2023",,,
"FIN",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096","114470"
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/22/2025","3100","16384",
"FRS",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","06/18/2020","3200","8192",
"HHS","SHS","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020",,,
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096",
"HHS","CYFSD","LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"HHS","CYFSD","LATITUDE 7210","7210","PC-TABLET","11/16/2020","11/16/2023","1800","16384",
"OCA",,"X1 YOGA","X1 YOGA","PC-LAPTOP","09/25/2019","02/27/2023","1600","8192",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"CCL",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"CCL",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/19/2014","08/03/2017","3200","8192","476937"
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/19/2014","08/03/2017","3200","8192","476937"
"LIB",,"THINKCENTRE M710S","M710S","PC-DESKTOP","09/11/2018","09/12/2021","3200","8192",
"BIT",,"THINKPAD L460","L460","PC-LAPTOP","04/14/2017","06/04/2020","2300","8192",
"POL","6D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"BOE",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"BOE",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"CUPF",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"POL","4D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"HHS",,"THINKPAD L440","L440","PC-LAPTOP","12/13/2013","01/27/2017","2500","4096","476937"
"CEC-SS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DGS-DIR","DIR","THINKCENTRE M82","M82","PC-DESKTOP","09/22/2013","11/05/2016","3400","8192","238472"
"DEP","RRM","THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,,,
"HHS","HQ","THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"DPS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"HHS","SHS","LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"DHCA",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"DHCA",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"BOE",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"FRS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"FRS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"PSCC","DTS","PRECISION 5820","5820","PC-DESKTOP","08/09/2019",,"3700","16384",
"DGS-FAC","FAC","LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"DGS-FAC","FAC","LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"CCL",,"LATITUDE 9420","9420","PC-LAPTOP","05/17/2021",,"2600","16384",
"CCL",,"LATITUDE 9420","9420","PC-LAPTOP","05/17/2021",,"2600","16384",
"OHR",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"OHR",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"OHR",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"ABS",,"LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","8192",
"HHS","SHS","LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"OCA",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"PSCC","POL","THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"DTS",,"LATITUDE 9420","9420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL","SID","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","16384",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"BIT",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"BIT",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"BIT",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"BIT",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"SHF",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"DOT-TEO",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"DOT-TEO",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"DOT-TEO",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"DOCR",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"HHS",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"PSCC","DOT-TEO","X1 YOGA","X1 YOGA","PC-LAPTOP","05/04/2018",,,,
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"CEC-SS",,"SURFACE LAPTOP 3 15""","SURFACE LAPTOP 3 15""","PC-LAPTOP",,,"1200","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"HHS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"REC",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP",,,,,
"CEX",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"DOT-TEO",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"HHS",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"DHCA",,"THINKCENTRE M800","M800","PC-DESKTOP","01/11/2017","01/16/2020","3200","8192",
"PSCC","FRS","THINKCENTRE M800","M800","PC-DESKTOP","05/06/2016","06/22/2019","3200","8192",
"DOT-TEO",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL","HQ","THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","02/26/2021","03/17/2024","1600","8192",
"DEP","WRD","THINKPAD L490","L490","PC-LAPTOP","03/16/2020","04/27/2021","1600","8192",
"DEP","WRD","THINKPAD L490","L490","PC-LAPTOP","03/16/2020","04/27/2021","1600","8192",
"DEP","WRD","THINKPAD L490","L490","PC-LAPTOP","03/16/2020","04/27/2021","1600","8192",
"DTS",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"DOT-DTE",,"THINKPAD X1","X1","PC-LAPTOP","05/15/2018",,"1900","16384",
"DOT-DTE",,"THINKPAD X1","X1","PC-LAPTOP","05/15/2018",,"1900","16384",
"DEP","WRD","THINKPAD L490","L490","PC-LAPTOP","03/16/2020","04/27/2021","1600","8192",
"DOT-DTE",,"LATITUDE D420","D420","PC-LAPTOP","10/21/2006","10/20/2010","1060","57176",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"POL","SVD","THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"DTS",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/30/2020","10/01/2023","1600","8192",
"HHS","OESS","LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","8192",
"DHCA",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,,,
"FIN",,"PRECISION M6800","M6800","PC-LAPTOP",,,,,
"DHCA",,"LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"HHS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"POL","HQ","THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOT-DTE","DTE","THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"OHR",,"THINKPAD X1","X1","PC-LAPTOP","08/15/2018",,"1700","8192",
"FIN",,"THINKCENTRE M83","M83","PC-DESKTOP","01/16/2014","03/02/2017","3200","4096","476937"
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019",,,
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019",,,
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","10/16/2018","10/30/2021","1600","8192",
"OCA",,"THINKPAD X1","X1","PC-LAPTOP","08/04/2017","08/16/2020","2600","16384",
"LIB",,"IPAD PRO 12.9-INCH","IPAD PRO 12.9-INCH","PC-TABLET",,,,,
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"CEC-UC",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","4096",
"OCA",,"THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"OCA",,"THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"OCA",,"THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"OCA",,"THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"OCA",,"THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"OCA",,"THINKPAD L470","L470","PC-LAPTOP","06/20/2017",,"2500","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"CEX",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"HHS","SHS","THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"HHS","SHS","THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"HHS","SHS","THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
"CEX",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"PSCC","FRS","THINKCENTRE M82","M82","PC-DESKTOP","02/14/2013","02/23/2016","3400","4096",
"DOCR",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"PSCC","POL","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","16384",
